city_name,city_slug,location_id,location_name,locality,country_code,latitude,longitude,is_mobile,is_monitor,owner_name,provider_name,datetime_first_utc,datetime_last_utc,sensor_ids,parameters
New York City,nyc,664,Bklyn - PS274,New York-Northern New Jersey-Long Island,US,40.694401,-73.928596,False,True,Unknown Governmental Organization,AirNow,2016-03-10T08:00:00Z,2026-07-18T16:00:00Z,1145,pm25
New York City,nyc,665,Bronx - IS74,New York-Northern New Jersey-Long Island,US,40.814701,-73.886703,False,True,Unknown Governmental Organization,AirNow,2016-03-10T08:00:00Z,2026-07-20T02:00:00Z,1146,pm25
New York City,nyc,666,Pfizer Lab,New York-Northern New Jersey-Long Island,US,40.868,-73.8782,False,True,Unknown Governmental Organization,AirNow,2016-03-10T08:00:00Z,2026-07-20T02:00:00Z,1147,o3
New York City,nyc,857,Fort Lee Near Road,New York-Northern New Jersey-Long Island,US,40.85355,-73.9661,False,True,Unknown Governmental Organization,AirNow,2016-03-06T20:00:00Z,2026-07-20T02:00:00Z,1534|1535|1536|4272250|4272431,co|no|no2|nox|pm25
New York City,nyc,984,Leonia,New York-Northern New Jersey-Long Island,US,40.870438,-73.991997,False,True,Unknown Governmental Organization,AirNow,2016-03-10T08:00:00Z,2026-07-20T02:00:00Z,1777,o3
New York City,nyc,8749,Queens Near-road,New York-Northern New Jersey-Long Island,US,40.739264,-73.817694,False,True,Unknown Governmental Organization,AirNow,2018-03-16T16:00:00Z,2026-07-20T02:00:00Z,25520,pm25
New York City,nyc,292229,Morrisania,New York-Northern New Jersey-Long Island,US,40.8367,-73.9214,False,True,Unknown Governmental Organization,AirNow,2022-02-23T13:00:00Z,2026-02-04T14:00:00Z,1662910,pm25
New York City,nyc,1236043,Franklin Avenue,,US,40.6753647214196,-73.9563637596401,False,False,Unknown Governmental Organization,AirGradient,2023-07-15T13:00:00Z,2023-11-15T21:00:00Z,6530280|6530283,pm25|temperature
New York City,nyc,1738519,"Bayside, NY",,US,40.76435896908956,-73.76633003003028,False,False,Unknown Person,AirGradient,2023-10-22T03:00:00Z,2023-11-04T02:00:00Z,7254050|7254073,pm25|temperature
New York City,nyc,1775647,State Dept of Environmental Conservation,,US,40.7380471586139,-73.82013798686398,False,False,Unknown Person,AirGradient,2023-10-30T08:00:00Z,2024-11-16T02:00:00Z,7324143|7324145|7970982|7971373|7972608|7972609|7978166|7978193,pm1|pm10|pm25|relativehumidity|temperature|um003
New York City,nyc,1824516,"Bayside, NY",,US,40.764348694977386,-73.76633985508255,False,False,Unknown Person,AirGradient,2023-11-11T04:00:00Z,2025-02-16T15:00:00Z,7386938|7386942|7971073|7971082|7972670|7972707|7979816|7979835,pm1|pm10|pm25|relativehumidity|temperature|um003
New York City,nyc,2453305,State Dept of Environmental Conservation,,US,40.73742886695366,-73.82036241535091,False,False,Unknown Person,AirGradient,2024-02-20T14:00:00Z,2024-11-16T02:00:00Z,7897332|7897339|7971262|7971316|7972696|7972703|7979901|7979909,pm1|pm10|pm25|relativehumidity|temperature|um003
New York City,nyc,2453313,State Dept of Environmental Conservation,,US,40.7380471586139,-73.82013798686398,False,False,Unknown Person,AirGradient,2024-02-20T14:00:00Z,2024-11-16T02:00:00Z,7897354|7897355|7970808|7971247|7972671|7972702|7979861|7979870,pm1|pm10|pm25|relativehumidity|temperature|um003
New York City,nyc,2616564,7th Ave and W 16th St,,US,40.740022,-73.998504,False,False,Unknown Person,AirGradient,2024-03-18T19:00:00Z,2026-07-20T02:00:00Z,8520920|8520925|8520933|8520935|8520936|8520938,pm1|pm10|pm25|relativehumidity|temperature|um003
New York City,nyc,2903996,Win Son,,US,40.708,-73.944,False,False,Unknown Person,AirGradient,2024-06-19T01:00:00Z,2026-07-20T02:00:00Z,9648774|9648782|9648783|9648796|9648811|9648812,pm1|pm10|pm25|relativehumidity|temperature|um003
New York City,nyc,3041962,Near Bay 50 St,,US,40.5887458,-73.9838231,False,False,Sebastian,AirGradient,2024-08-31T19:00:00Z,2026-07-20T02:00:00Z,10454036|10454043|10454057|10454068|10454078|10454082,pm1|pm10|pm25|relativehumidity|temperature|um003
New York City,nyc,3145067,Metal fence on PS9 back campus [NYC Testbed Pilot],,US,40.7182,-73.91277,False,False,Clarity,Clarity,2024-10-17T15:05:14Z,2024-12-05T15:06:32Z,10986460,pm25
New York City,nyc,3145068,56th St & Flushing [NYC Testbed Pilot],,US,40.718,-73.91277,False,False,Clarity,Clarity,2024-10-17T15:05:17Z,2024-12-05T15:06:05Z,10986466,pm25
New York City,nyc,3145069,Closest to SA unit on PS9 campus,,US,40.71825,-73.91263,False,False,Clarity,Clarity,2024-10-17T15:04:50Z,2024-12-05T15:06:11Z,10986467,pm25
New York City,nyc,3145070, 57th St/Front of School [NYC Testbed Pilot],,US,40.71872,-73.91207,False,False,Clarity,Clarity,2024-10-17T15:03:32Z,2024-12-05T15:03:52Z,10986463,pm25
New York City,nyc,3145072,54th St & Flushing [NYC Testbed Pilot],,US,40.71641,-73.91392,False,False,Clarity,Clarity,2024-10-17T15:03:10Z,2024-12-05T15:05:03Z,10986461,pm25
New York City,nyc,3145073,56th St & Grand Ave [NYC Testbed Pilot],,US,40.71834,-73.91295,False,False,Clarity,Clarity,2024-10-17T15:01:10Z,2024-12-05T15:07:01Z,10986465,pm25
New York City,nyc,3145074, 54th St & Grand Ave [NYC Testbed Pilot],,US,40.71762,-73.91458,False,False,Clarity,Clarity,2024-10-17T15:04:52Z,2024-12-05T15:05:35Z,10986462,pm25
New York City,nyc,3181018,"Hillcrest, NY",,US,40.718438547,-73.8016837,False,False,Unknown Person,AirGradient,2024-10-25T10:00:00Z,2026-03-21T18:00:00Z,11074566|11074571|11074572|11074582|11074585|11074587,pm1|pm10|pm25|relativehumidity|temperature|um003
New York City,nyc,3400913,DropHome,,US,40.776416,-73.981338,False,False,kan84,AirGradient,2025-02-11T18:00:00Z,2026-07-20T02:00:00Z,12178175|12178176|12178177|12178178|12178491,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,3406357,"Bayside, NY 11361",,US,40.76433675598798,-73.76633802306293,False,False,Unknown Person,AirGradient,2025-02-16T16:00:00Z,2026-07-20T02:00:00Z,12212726|12212727|12212728|12212729|12212730,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,4727343,E Houston St between Clinton St & Attorney St,,US,40.72113218678927,-73.98342130198078,False,False,AirGradient,AirGradient,2025-06-13T19:00:00Z,2026-07-20T02:00:00Z,13322774|13322775|13322776|13322777|13322778,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,4811604,"Caton Ave and Ocean Pkwy, Brooklyn",,US,40.64751134801405,-73.9740272541179,False,False,mvicari,AirGradient,2025-09-19T00:00:00Z,2026-07-20T02:00:00Z,14152914|14152915|14152916|14152917|14152918,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6091551,Brooklyn ,,US,40.67248,-73.95881,False,False,AirGradient,AirGradient,2025-10-11T16:00:00Z,2026-07-20T02:00:00Z,14349090|14349091|14349092|14349093|14349094,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6166696,Downtown Manhattan – FiDi/Seaport,,US,40.7068,-74.005,False,False,AirGradient,AirGradient,2025-12-16T04:00:00Z,2026-07-20T02:00:00Z,14904962|14904963|14904964|14904965|14904966,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6180184,Brooklyn 11218,,US,40.636048,-73.972273,False,False,AirGradient,AirGradient,2026-01-07T21:00:00Z,2026-07-20T02:00:00Z,15102193|15102194|15102195|15102196|15102197,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6193130,Nyc,,US,40.7780435,-73.9852089,False,False,AirGradient,AirGradient,2026-01-07T20:00:00Z,2026-01-10T13:00:00Z,15101967|15101968|15101969|15101970|15101971,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6236873,"Astoria, NY",,US,40.765523,-73.919599,False,False,AirGradient,AirGradient,2026-02-11T23:00:00Z,2026-07-20T02:00:00Z,15422208|15422209|15422210|15422211|15422212,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6268383,Fort Lee,,US,40.833246,-73.975019,False,False,AirGradient,AirGradient,2026-03-11T17:00:00Z,2026-07-20T02:00:00Z,15657375|15657376|15657377|15657378|15657379,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6303070,Eckford & Meserole st,,US,40.72717732493724,-73.9506644567995,False,False,AirGradient,AirGradient,2026-04-10T16:00:00Z,2026-07-20T02:00:00Z,15915685|15915686|15915687|15915688|15915689,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6325481,"Teachers College, Columbia University",,US,40.8101571,-73.9604571,False,False,AirGradient,AirGradient,2026-04-28T04:00:00Z,2026-07-20T02:00:00Z,16083421|16083422|16083423|16083424|16083425,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6382354,AA,,US,40.655259,-73.979997,False,False,AirGradient,AirGradient,2026-05-31T16:00:00Z,2026-06-09T14:00:00Z,16465636|16465637|16465638|16465639|16465640,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6382562,Forest Park North,,US,40.7082422,-73.8467422,False,False,AirGradient,AirGradient,2026-05-31T19:00:00Z,2026-07-20T02:00:00Z,16467170|16467171|16467172|16467173|16467174,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6392729,"Vanderbilt & St Marks, Brooklyn",,US,40.67863904642025,-73.97010796187521,False,False,AirGradient,AirGradient,2026-06-07T17:00:00Z,2026-07-20T02:00:00Z,16542295|16542296|16542297|16542298|16542299,pm1|pm25|relativehumidity|temperature|um003
New York City,nyc,6446274,SBH Health System,,US,40.8526,-73.89173,False,False,Clarity,Clarity,2026-07-15T22:02:13Z,2026-07-20T01:05:25Z,16935383,pm25
New York City,nyc,6448735,Sunnyside,,US,40.74655956436408,-73.918025007862,False,False,AirGradient,AirGradient,2026-07-17T18:00:00Z,2026-07-17T23:00:00Z,16953322|16953323|16953324|16953325|16953326,pm1|pm25|relativehumidity|temperature|um003
